ticker,fetch_date,expiration,days_to_exp,opt_type,strike,strike_pct_otm,current_price,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,contractSymbol,vol_oi_ratio,volume_zscore,total_premium_usd,iv_percentile,anomaly_score,flags
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,call,139.0,-10.2994,154.96,17.87,0.0,0.0,10,0,1e-05,True,PLTR260402C00139000,0.0,-0.28,17870,25.3,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,115.0,-47.7913,220.27,89.2,0.0,0.0,2,0,1e-05,True,AMD260327C00115000,0.0,-0.32,17840,2.0,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,622.5,4.6412,594.89,1.16,0.0,0.0,153,0,0.062509,False,META260330C00622500,0.0,-0.19,17748,45.8,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,699.0,-6.0343,656.82,44.33,0.0,0.0,4,0,1e-05,True,SPY260327P00699000,0.0,-0.42,17732,36.1,0,
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,172.5,-4.7488,181.1,10.4,0.0,0.0,17,0,1e-05,True,COIN260327C00172500,0.0,-0.34,17680,7.2,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,call,357.5,-7.3714,385.95,29.44,0.0,0.0,6,48,1e-05,True,TSLA260330C00357500,0.12,-0.27,17664,40.2,0,
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,240.0,-24.5417,181.1,58.3,0.0,0.0,3,0,1e-05,True,COIN260327P00240000,0.0,-0.39,17490,7.9,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,130.0,-40.9815,220.27,87.11,0.0,0.0,2,0,1e-05,True,AMD260402C00130000,0.0,-0.32,17422,4.0,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,130.0,-40.9815,220.27,87.02,0.0,0.0,2,0,1e-05,True,AMD260327C00130000,0.0,-0.32,17404,2.0,0,
NFLX,2026-03-26T11:04:02+00:00,2026-03-27,0,put,104.0,-11.2692,92.28,11.6,0.0,0.0,15,0,1e-05,True,NFLX260327P00104000,0.0,-0.3,17400,19.5,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,475.0,-18.7474,385.95,87.0,0.0,0.0,2,0,1e-05,True,TSLA260327P00475000,0.0,-0.36,17400,39.2,0,
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,225.0,-19.5111,181.1,43.33,0.0,0.0,4,0,1e-05,True,COIN260402P00225000,0.0,-0.39,17332,9.4,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,177.5,-19.4171,220.27,42.95,0.0,0.0,4,0,1e-05,True,AMD260402C00177500,0.0,-0.32,17180,4.3,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,210.0,-45.5888,385.95,171.73,0.0,0.0,1,82,1e-05,True,TSLA260327C00210000,0.01,-0.28,17173,37.2,0,
NFLX,2026-03-26T11:04:02+00:00,2026-03-27,0,call,80.0,-13.3073,92.28,12.25,0.0,0.0,14,0,1e-05,True,NFLX260327C00080000,0.0,-0.31,17150,18.9,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,100.0,-35.4672,154.96,56.83,0.0,0.0,3,0,1e-05,True,PLTR260327C00100000,0.0,-0.29,17049,23.4,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,195.0,-20.5333,154.96,42.15,0.0,0.0,4,0,1e-05,True,PLTR260327P00195000,0.0,-0.38,16860,24.7,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,650.0,-8.4785,594.89,55.92,0.0,0.0,3,0,1e-05,True,META260330P00650000,0.0,-0.29,16776,15.6,0,
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,95.0,-46.8323,178.68,83.62,0.0,0.0,2,0,1e-05,True,NVDA260327C00095000,0.0,-0.29,16724,21.4,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,70.0,-54.8271,154.96,83.53,0.0,0.0,2,0,1e-05,True,PLTR260327C00070000,0.0,-0.29,16706,23.3,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,120.0,-45.5214,220.27,83.24,0.0,0.0,2,16,1e-05,True,AMD260327C00120000,0.12,-0.32,16648,2.0,0,
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,175.0,-11.4514,154.96,18.4,0.0,0.0,9,0,1e-05,True,PLTR260402P00175000,0.0,-0.38,16560,25.9,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,480.0,-22.7,371.04,82.75,0.0,0.0,2,0,1e-05,True,MSFT260327P00480000,0.0,-0.34,16550,17.4,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,437.5,-15.1909,371.04,41.29,0.0,0.0,4,0,1e-05,True,MSFT260327P00437500,0.0,-0.34,16516,17.1,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,432.5,-10.763,385.95,40.4,0.0,0.0,4,0,1e-05,True,TSLA260327P00432500,0.0,-0.36,16160,38.9,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,40.0,-81.8405,220.27,161.51,0.0,0.0,1,0,1e-05,True,AMD260402C00040000,0.0,-0.32,16151,3.7,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,632.0,-3.7788,656.82,26.91,0.0,0.0,6,0,1e-05,True,SPY260326C00632000,0.0,-0.32,16146,31.5,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,510.0,-22.3532,656.82,161.2,0.0,0.0,1,0,1e-05,True,SPY260327C00510000,0.0,-0.32,16120,33.3,0,
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,207.5,-12.7229,181.1,26.85,0.0,0.0,6,0,1e-05,True,COIN260327P00207500,0.0,-0.39,16110,7.6,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,260.0,-15.2808,220.27,40.2,0.0,0.0,4,0,1e-05,True,AMD260327P00260000,0.0,-0.41,16080,3.4,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,305.0,-20.9742,385.95,80.28,0.0,0.0,2,13,1e-05,True,TSLA260327C00305000,0.15,-0.28,16056,37.6,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,676.0,2.9201,656.82,0.08,0.0,0.0,2005,6186,0.062509,False,SPY260327C00676000,0.32,-0.11,16040,48.2,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,167.5,-23.957,220.27,52.9,0.0,0.0,3,0,1e-05,True,AMD260327C00167500,0.0,-0.32,15870,2.4,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,647.5,-8.1251,594.89,52.88,0.0,0.0,3,0,1e-05,True,META260330P00647500,0.0,-0.29,15864,15.6,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,80.0,-48.3738,154.96,78.96,0.0,0.0,2,10,1e-05,True,PLTR260327C00080000,0.2,-0.29,15792,23.3,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,638.0,-2.8653,656.82,19.71,0.0,0.0,8,557,1e-05,True,SPY260327C00638000,0.01,-0.32,15768,34.5,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,545.0,-31.9193,371.04,157.15,0.0,0.0,1,0,1e-05,True,MSFT260327P00545000,0.0,-0.34,15715,17.7,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,75.0,-51.6004,154.96,78.54,0.0,0.0,2,0,1e-05,True,PLTR260327C00075000,0.0,-0.29,15708,23.3,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-30,3,call,190.0,-10.2546,211.71,22.4,0.0,0.0,7,0,1e-05,True,AMZN260330C00190000,0.0,-0.36,15680,6.3,0,
META,2026-03-26T11:04:02+00:00,2026-03-27,0,put,682.5,-12.8366,594.89,78.4,0.0,0.0,2,0,1e-05,True,META260327P00682500,0.0,-0.29,15680,13.8,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-30,3,call,195.0,-7.8929,211.71,13.05,0.0,0.0,12,0,1e-05,True,AMZN260330C00195000,0.0,-0.35,15660,6.4,0,
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,215.0,-16.893,178.68,39.1,0.0,0.0,4,0,1e-05,True,NVDA260327P00215000,0.0,-0.38,15640,22.4,0,
GOOGL,2026-03-26T11:04:02+00:00,2026-03-27,0,put,277.5,4.8396,290.93,0.19,0.0,0.0,814,1400,0.125009,False,GOOGL260327P00277500,0.58,0.54,15466,50.2,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,693.0,-5.2208,656.82,38.62,0.0,0.0,4,0,1e-05,True,SPY260327P00693000,0.0,-0.42,15448,36.0,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,240.0,-37.8158,385.95,154.32,0.0,0.0,1,0,1e-05,True,TSLA260327C00240000,0.0,-0.28,15432,37.2,0,
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,235.0,-22.9362,181.1,51.39,0.0,0.0,3,0,1e-05,True,COIN260327P00235000,0.0,-0.39,15417,7.9,0,
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,210.0,-14.9143,178.68,30.75,0.0,0.0,5,82,1e-05,True,NVDA260327P00210000,0.06,-0.38,15375,22.4,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,607.0,3.2629,587.82,0.05,0.0,0.0,3065,0,0.125009,False,QQQ260327C00607000,0.0,0.14,15325,54.0,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,505.0,-23.1144,656.82,153.18,0.0,0.0,1,0,1e-05,True,SPY260327C00505000,0.0,-0.32,15318,33.3,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,627.0,4.756,656.82,0.11,0.0,0.0,1383,0,0.125009,False,SPY260327P00627000,0.0,-0.29,15213,56.7,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,230.0,-40.4068,385.95,152.05,0.0,0.0,1,0,1e-05,True,TSLA260327C00230000,0.0,-0.28,15205,37.2,0,
NFLX,2026-03-26T11:04:02+00:00,2026-04-02,6,call,78.0,-15.4746,92.28,15.2,0.0,0.0,10,0,1e-05,True,NFLX260402C00078000,0.0,-0.32,15200,20.2,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,616.0,-4.5747,587.82,30.39,0.0,0.0,5,0,1e-05,True,QQQ260327P00616000,0.0,-0.38,15195,30.1,0,
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,165.0,-8.8901,181.1,30.35,0.0,0.0,5,0,1e-05,True,COIN260402C00165000,0.0,-0.34,15175,8.8,0,
NFLX,2026-03-26T11:04:02+00:00,2026-04-02,6,call,65.0,-29.5622,92.28,15.1,0.0,0.0,10,0,1e-05,True,NFLX260402C00065000,0.0,-0.32,15100,19.9,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,485.0,-20.4227,385.95,75.21,0.0,0.0,2,0,1e-05,True,TSLA260327P00485000,0.0,-0.36,15042,39.3,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,125.0,-43.2515,220.27,75.02,0.0,0.0,2,3,1e-05,True,AMD260402C00125000,0.67,-0.32,15004,3.9,0,
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,220.0,-17.6818,181.1,37.24,0.0,0.0,4,0,1e-05,True,COIN260402P00220000,0.0,-0.39,14896,9.4,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,632.5,-5.9462,594.89,37.24,0.0,0.0,4,0,1e-05,True,META260330P00632500,0.0,-0.29,14896,15.4,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,559.0,-4.9029,587.82,29.6,0.0,0.0,5,5,1e-05,True,QQQ260327C00559000,1.0,-0.37,14800,28.6,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,606.0,3.0928,587.82,0.07,0.0,0.0,2113,0,0.125009,False,QQQ260327C00606000,0.0,-0.02,14791,53.9,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,420.0,-11.6571,371.04,49.22,0.0,0.0,3,7,1e-05,True,MSFT260327P00420000,0.43,-0.34,14766,17.0,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,562.0,-4.3925,587.82,29.45,0.0,0.0,5,0,1e-05,True,QQQ260327C00562000,0.0,-0.37,14725,28.7,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,145.0,-34.1717,220.27,73.6,0.0,0.0,2,0,1e-05,True,AMD260402C00145000,0.0,-0.32,14720,4.0,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,222.5,-4.8494,211.71,10.5,0.0,0.0,14,0,1e-05,True,AMZN260327P00222500,0.0,-0.43,14700,5.9,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,623.0,-5.1491,656.82,36.75,0.0,0.0,4,0,1e-05,True,SPY260327C00623000,0.0,-0.32,14700,34.1,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,535.0,-30.6467,371.04,145.15,0.0,0.0,1,0,1e-05,True,MSFT260327P00535000,0.0,-0.34,14515,17.7,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,455.0,-18.4527,371.04,72.5,0.0,0.0,2,0,1e-05,True,MSFT260327P00455000,0.0,-0.34,14500,17.3,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,250.0,-35.2248,385.95,144.52,0.0,0.0,1,0,1e-05,True,TSLA260327C00250000,0.0,-0.28,14452,37.3,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,704.0,-6.7017,656.82,48.17,0.0,0.0,3,0,1e-05,True,SPY260327P00704000,0.0,-0.42,14451,36.3,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,532.5,-10.4877,594.89,72.0,0.0,0.0,2,0,1e-05,True,META260330C00532500,0.0,-0.28,14400,14.7,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,130.0,-16.1074,154.96,28.77,0.0,0.0,5,392,1e-05,True,PLTR260327C00130000,0.01,-0.29,14385,23.8,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,685.0,-4.1139,656.82,28.75,0.0,0.0,5,0,1e-05,True,SPY260327P00685000,0.0,-0.42,14375,35.8,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,172.5,-21.687,220.27,47.85,0.0,0.0,3,4,1e-05,True,AMD260402C00172500,0.75,-0.32,14355,4.2,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,576.0,-2.0108,587.82,13.03,0.0,0.0,11,0,1e-05,True,QQQ260327C00576000,0.0,-0.37,14333,29.1,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,621.0,-5.4535,656.82,35.74,0.0,0.0,4,0,1e-05,True,SPY260326C00621000,0.0,-0.32,14296,31.3,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,622.5,-4.4353,594.89,28.5,0.0,0.0,5,0,1e-05,True,META260330P00622500,0.0,-0.29,14250,15.3,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,585.0,-10.9345,656.82,70.99,0.0,0.0,2,0,1e-05,True,SPY260326C00585000,0.0,-0.32,14198,31.0,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,585.0,-1.6625,594.89,15.55,0.0,0.0,9,0,1e-05,True,META260330C00585000,0.0,-0.27,13995,14.9,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,342.5,12.6861,385.95,0.29,0.0,0.0,480,778,0.250007,False,TSLA260330P00342500,0.62,-0.28,13920,71.9,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,535.0,-10.0674,594.89,69.55,0.0,0.0,2,0,1e-05,True,META260330C00535000,0.0,-0.28,13910,14.7,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,680.0,-13.5559,587.82,69.49,0.0,0.0,2,0,1e-05,True,QQQ260327P00680000,0.0,-0.38,13898,30.8,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,255.0,-13.6196,220.27,34.55,0.0,0.0,4,0,1e-05,True,AMD260402P00255000,0.0,-0.41,13820,4.9,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,634.0,-3.4743,656.82,22.96,0.0,0.0,6,0,1e-05,True,SPY260326C00634000,0.0,-0.32,13776,31.6,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,577.5,3.0113,594.89,3.52,0.0,0.0,39,93,0.062509,False,META260330P00577500,0.42,-0.26,13728,45.9,0,
AAPL,2026-03-26T11:04:02+00:00,2026-03-27,0,call,217.5,-13.9023,252.62,34.2,0.0,0.0,4,6,1e-05,True,AAPL260327C00217500,0.67,-0.33,13680,0.4,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,417.5,-11.1281,371.04,45.55,0.0,0.0,3,0,1e-05,True,MSFT260327P00417500,0.0,-0.34,13665,16.9,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,340.0,-11.9057,385.95,45.48,0.0,0.0,3,0,1e-05,True,TSLA260327C00340000,0.0,-0.28,13644,37.9,0,
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,250.0,-27.56,181.1,68.16,0.0,0.0,2,0,1e-05,True,COIN260402P00250000,0.0,-0.39,13632,9.5,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,622.0,-5.3013,656.82,34.03,0.0,0.0,4,0,1e-05,True,SPY260327C00622000,0.0,-0.32,13612,34.0,0,
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,185.0,-16.2378,154.96,27.22,0.0,0.0,5,0,1e-05,True,PLTR260402P00185000,0.0,-0.38,13610,26.0,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,put,674.0,-2.549,656.82,15.11,0.0,0.0,9,4,1e-05,True,SPY260326P00674000,2.25,-0.42,13599,32.7,0,
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,142.0,9.1268,154.96,1.1,0.0,0.0,123,0,0.125009,False,PLTR260402P00142000,0.0,-0.32,13530,53.1,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,call,577.0,-1.8407,587.82,12.3,0.0,0.0,11,0,1e-05,True,QQQ260327C00577000,0.0,-0.37,13530,29.1,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,607.0,-3.1598,587.82,19.26,0.0,0.0,7,0,1e-05,True,QQQ260327P00607000,0.0,-0.38,13482,29.9,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,70.0,-68.2208,220.27,134.6,0.0,0.0,1,0,1e-05,True,AMD260327C00070000,0.0,-0.32,13460,1.7,0,
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,212.5,17.3385,181.1,0.62,0.0,0.0,217,254,0.250007,False,COIN260402C00212500,0.85,-0.26,13454,59.8,0,
AAPL,2026-03-26T11:04:02+00:00,2026-03-27,0,call,120.0,-52.4978,252.62,134.32,0.0,0.0,1,0,1e-05,True,AAPL260327C00120000,0.0,-0.33,13432,0.0,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,681.0,-3.5507,656.82,22.38,0.0,0.0,6,0,1e-05,True,SPY260327P00681000,0.0,-0.42,13428,35.6,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,245.0,-13.5878,211.71,33.55,0.0,0.0,4,0,1e-05,True,AMZN260327P00245000,0.0,-0.43,13420,6.1,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,535.0,-18.5469,656.82,133.93,0.0,0.0,1,0,1e-05,True,SPY260327C00535000,0.0,-0.32,13393,33.4,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,260.0,-32.6338,385.95,133.87,0.0,0.0,1,210,1e-05,True,TSLA260327C00260000,0.0,-0.28,13387,37.3,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,570.0,4.3667,594.89,2.3,0.0,0.0,58,0,0.062509,False,META260330P00570000,0.0,-0.25,13340,45.8,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,625.0,5.0614,594.89,0.86,0.0,0.0,155,0,0.125009,False,META260330C00625000,0.0,-0.19,13330,50.9,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,227.5,-6.9407,211.71,16.65,0.0,0.0,8,0,1e-05,True,AMZN260327P00227500,0.0,-0.43,13320,5.9,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,call,250.0,-35.2248,385.95,133.0,0.0,0.0,1,0,1e-05,True,TSLA260330C00250000,0.0,-0.28,13300,39.7,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,put,575.0,3.4591,594.89,2.95,0.0,0.0,45,0,0.062509,False,META260330P00575000,0.0,-0.26,13275,45.9,0,
META,2026-03-26T11:04:02+00:00,2026-03-27,0,call,530.0,-10.9079,594.89,66.0,0.0,0.0,2,0,1e-05,True,META260327C00530000,0.0,-0.28,13200,12.2,0,
GOOGL,2026-03-26T11:04:02+00:00,2026-03-30,3,call,265.0,-8.9128,290.93,26.39,0.0,0.0,5,0,1e-05,True,GOOGL260330C00265000,0.0,-0.29,13195,11.5,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,call,270.0,-27.2316,371.04,130.05,0.0,0.0,1,0,1e-05,True,MSFT260327C00270000,0.0,-0.33,13005,15.9,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,735.0,-10.6367,656.82,64.84,0.0,0.0,2,0,1e-05,True,SPY260327P00735000,0.0,-0.42,12968,36.8,0,
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,135.0,14.7852,154.96,0.48,0.0,0.0,269,0,0.250007,False,PLTR260402P00135000,0.0,-0.24,12912,64.8,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,240.0,-11.7875,211.71,32.25,0.0,0.0,4,0,1e-05,True,AMZN260327P00240000,0.0,-0.43,12900,6.1,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,call,345.0,-7.0181,371.04,25.8,0.0,0.0,5,0,1e-05,True,MSFT260327C00345000,0.0,-0.33,12900,16.1,0,
META,2026-03-26T11:04:02+00:00,2026-03-27,0,put,775.0,-23.24,594.89,128.95,0.0,0.0,1,0,1e-05,True,META260327P00775000,0.0,-0.29,12895,14.5,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,678.0,3.2246,656.82,0.05,0.0,0.0,2555,0,0.125009,False,SPY260327C00678000,0.0,-0.05,12775,55.8,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-27,0,put,425.0,-12.6965,371.04,42.4,0.0,0.0,3,0,1e-05,True,MSFT260327P00425000,0.0,-0.34,12720,17.0,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,155.0,-29.6318,220.27,63.55,0.0,0.0,2,0,1e-05,True,AMD260402C00155000,0.0,-0.32,12710,4.1,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,320.0,-17.0877,385.95,63.31,0.0,0.0,2,0,1e-05,True,TSLA260327C00320000,0.0,-0.28,12662,37.7,0,
MSFT,2026-03-26T11:04:02+00:00,2026-03-30,3,put,405.0,-8.3852,371.04,31.65,0.0,0.0,4,0,1e-05,True,MSFT260330P00405000,0.0,-0.34,12660,18.2,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,255.0,-33.9293,385.95,126.42,0.0,0.0,1,0,1e-05,True,TSLA260327C00255000,0.0,-0.28,12642,37.3,0,
NFLX,2026-03-26T11:04:02+00:00,2026-03-27,0,call,87.0,-5.7217,92.28,5.48,0.0,0.0,23,0,1e-05,True,NFLX260327C00087000,0.0,-0.31,12604,19.0,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,595.0,-9.412,656.82,62.98,0.0,0.0,2,0,1e-05,True,SPY260326C00595000,0.0,-0.32,12596,31.0,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,615.0,-6.367,656.82,41.94,0.0,0.0,3,0,1e-05,True,SPY260327C00615000,0.0,-0.32,12582,33.9,0,
AMZN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,170.0,-19.7015,211.71,41.93,0.0,0.0,3,0,1e-05,True,AMZN260327C00170000,0.0,-0.36,12579,5.3,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,call,557.0,-5.2431,587.82,31.3,0.0,0.0,4,0,1e-05,True,QQQ260326C00557000,0.0,-0.37,12520,26.3,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,75.0,-65.9509,220.27,125.0,0.0,0.0,1,1,1e-05,True,AMD260327C00075000,1.0,-0.32,12500,1.7,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,599.0,-1.8664,587.82,8.84,0.0,0.0,14,142,1e-05,True,QQQ260326P00599000,0.1,-0.38,12376,27.3,0,
NFLX,2026-03-26T11:04:02+00:00,2026-03-27,0,call,71.0,-23.0603,92.28,20.6,0.0,0.0,6,0,1e-05,True,NFLX260327C00071000,0.0,-0.32,12360,18.6,0,
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,95.0,-38.6939,154.96,61.76,0.0,0.0,2,72,1e-05,True,PLTR260327C00095000,0.03,-0.29,12352,23.4,0,
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,250.0,-28.528,178.68,61.5,0.0,0.0,2,0,1e-05,True,NVDA260327P00250000,0.0,-0.38,12300,22.6,0,
META,2026-03-26T11:04:02+00:00,2026-03-30,3,call,540.0,-9.2269,594.89,61.47,0.0,0.0,2,0,1e-05,True,META260330C00540000,0.0,-0.28,12294,14.8,0,
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,call,142.0,-8.3635,154.96,15.36,0.0,0.0,8,101,1e-05,True,PLTR260402C00142000,0.08,-0.29,12288,25.4,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,put,628.0,4.5892,656.82,0.03,0.0,0.0,4091,0,0.250007,False,SPY260326P00628000,0.0,-0.03,12273,68.9,0,
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,642.0,-2.2563,656.82,15.28,0.0,0.0,8,0,1e-05,True,SPY260327C00642000,0.0,-0.32,12224,34.6,0,
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,95.0,-56.8711,220.27,121.55,0.0,0.0,1,0,1e-05,True,AMD260327C00095000,0.0,-0.32,12155,1.8,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,100.0,-54.6012,220.27,120.98,0.0,0.0,1,0,1e-05,True,AMD260402C00100000,0.0,-0.32,12098,3.8,0,
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,260.0,-15.2808,220.27,40.3,0.0,0.0,3,0,1e-05,True,AMD260402P00260000,0.0,-0.41,12090,5.0,0,
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,435.0,-11.2759,385.95,60.18,0.0,0.0,2,1,1e-05,True,TSLA260327P00435000,2.0,-0.36,12036,38.9,0,
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,613.0,-4.1077,587.82,24.0,0.0,0.0,5,0,1e-05,True,QQQ260327P00613000,0.0,-0.38,12000,30.1,0,
